,Rank,Name,Net_Worth,Age,Citizenship,Source,Industry
1640,1575,Charlotte Colket Weber,$1.9 B,80,United States,Campbell Soup,Food & Beverage
1641,1575,Xie Juhua & family,$1.9 B,72,China,Pharmaceuticals,Healthcare
1642,1575,Chuanhua Xu & family,$1.9 B,88,China,"Chemicals, logistics",Manufacturing
1643,1575,Gavril Yushvaev & family,$1.9 B,65,Russia,"Precious metals, real estate",Finance & Investments
1644,1575,Zhang Hongwei,$1.9 B,68,China,"Oil, banking",Diversified
1645,1575,Anita Zucker,$1.9 B,71,United States,Chemicals,Manufacturing
1646,1647,Cameron Adams,$1.8 B,43,Australia,Software,Technology
1647,1647,Will Adderley,$1.8 B,51,United Kingdom,Home furnishings,Fashion & Retail
1648,1647,Faisal Bin Qassim Al Thani,$1.8 B,75,Qatar,"Hotels, diversified",Diversified
1649,1647,Leslie Alexander,$1.8 B,79,United States,Sports team,Sports
1650,1647,Masaaki Arai,$1.8 B,57,Japan,Home sales,Real Estate
1651,1647,Sabrina Benetton,$1.8 B,49,Italy,"Fashion retail, investments",Fashion & Retail
1652,1647,Sanjeev Bikhchandani,$1.8 B,59,India,Internet,Technology
1653,1647,O. Francis Biondi,$1.8 B,58,United States,Hedge funds,Finance & Investments
1654,1647,Alejandro Bulgheroni,$1.8 B,78,Argentina,Oil & gas,Energy
1655,1647,R.G. Chandramogan,$1.8 B,74,India,Dairy,Food & Beverage
1656,1647,Binod Chaudhary,$1.8 B,67,Nepal,Diversified,Diversified
1657,1647,Parker Conrad,$1.8 B,42,United States,Software,Technology
1658,1647,Tim Cook,$1.8 B,62,United States,Apple,Technology
1659,1647,Mark Coombs,$1.8 B,62,United Kingdom,Finance,Finance & Investments
1660,1647,John de Mol,$1.8 B,68,Netherlands,TV programs,Media & Entertainment
1661,1647,D. Leopoldo Del Pino,$1.8 B,60,Spain,Construction,Construction & Engineering
1662,1647,Diao Zhizhong,$1.8 B,59,China,Software,Technology
1663,1647,Robert Duggan,$1.8 B,78,United States,Pharmaceuticals,Healthcare
1664,1647,James France,$1.8 B,78,United States,"Nascar, racing",Sports
1665,1647,Phillip Frost,$1.8 B,86,United States,Pharmaceuticals,Healthcare
1666,1647,Jayme Garfinkel & family,$1.8 B,77,Brazil,Insurance,Finance & Investments
1667,1647,Christopher Goldsbury,$1.8 B,80,United States,Salsa,Food & Beverage
1668,1647,Yusuf Hamied,$1.8 B,86,India,Pharmaceuticals,Healthcare
1669,1647,Brian Higgins,$1.8 B,58,United States,Hedge funds,Finance & Investments
1670,1647,Wei Huang,$1.8 B,63,China,Real estate,Real Estate
1671,1647,Yintai Jiang & family,$1.8 B,72,China,Auto parts,Automotive
1672,1647,Lei Jin,$1.8 B,57,China,Pharmaceuticals,Healthcare
1673,1647,Jin Lei & family,$1.8 B,68,China,Medical equipment,Healthcare
1674,1647,Valentin Kipyatkov,$1.8 B,46,Cyprus,Software,Technology
1675,1647,Koo Kwang-mo,$1.8 B,45,South Korea,LG,Diversified
1676,1647,George Kurtz,$1.8 B,52,United States,Security software,Technology
1677,1647,Joe Lacob,$1.8 B,67,United States,Golden State Warriors,Sports
1678,1647,Joe Lau,$1.8 B,33,United States,"Blockchain, technology",Technology
1679,1647,Louise Lindh,$1.8 B,43,Sweden,Investments,Diversified
1680,1647,Luo Yangyong & family,$1.8 B,47,China,Mining,Metals & Mining
1681,1647,Joao Roberto Marinho,$1.8 B,69,Brazil,Media,Media & Entertainment
1682,1647,Jose Roberto Marinho,$1.8 B,67,Brazil,Media,Media & Entertainment
1683,1647,Roberto Irineu Marinho,$1.8 B,75,Brazil,Media,Media & Entertainment
1684,1647,Gary Michelson,$1.8 B,74,United States,Medical patents,Healthcare
1685,1647,Robert G. Miller,$1.8 B,77,Canada,Electronics components,Technology
1686,1647,David Mindus,$1.8 B,51,Sweden,Real estate,Real Estate
1687,1647,Adriaan Mol,$1.8 B,39,Netherlands,Fintech,Technology
1688,1647,Mofatraj Munot,$1.8 B,78,India,Real estate,Real Estate
1689,1647,Ezra Nahmad,$1.8 B,77,Monaco,Art,Finance & Investments
1690,1647,Satyanarayan Nuwal,$1.8 B,70,India,Industrial explosives,Manufacturing
1691,1647,Maike Oberwelland-Height,$1.8 B,N/A,Germany,Candy,Food & Beverage
1692,1647,Nihat Ozdemir,$1.8 B,72,Turkey,Diversified,Diversified
1693,1647,Benjamin Zhengmin Pan & family,$1.8 B,53,China,Electronics,Technology
1694,1647,Pierre Karl Péladeau,$1.8 B,61,Canada,Media,Media & Entertainment
1695,1647,Ronald Perelman,$1.8 B,80,United States,Leveraged buyouts,Finance & Investments
1696,1647,Olivier Pomel,$1.8 B,46,France,Cloud computing,Technology
1697,1647,Krit Ratanarak,$1.8 B,76,Thailand,"Media, real estate",Media & Entertainment
1698,1647,Vinod Saraf,$1.8 B,70,India,Chemicals,Manufacturing
1699,1647,Karin Schick,$1.8 B,N/A,Germany,Information technology,Technology
1700,1647,Anatoly Sedykh,$1.8 B,58,Russia,Steel pipes,Metals & Mining
1701,1647,Genhuo Shao,$1.8 B,57,China,Agribusiness,Food & Beverage
1702,1647,Shen Xiqiang & family,$1.8 B,75,China,Chemical,Energy
1703,1647,S.D. Shibulal,$1.8 B,68,India,Software services,Technology
1704,1647,Suh Kyung-bae,$1.8 B,60,South Korea,Cosmetics,Fashion & Retail
1705,1647,Bambang Sutantio,$1.8 B,64,Indonesia,Dairy & consumer products,Food & Beverage
1706,1647,Sze Man Bok,$1.8 B,73,China,Hygiene products,Manufacturing
1707,1647,Jim Thompson,$1.8 B,83,United States,Logistics,Logistics
1708,1647,Tran Dinh Long,$1.8 B,62,Vietnam,Steel,Manufacturing
1709,1647,Alan Trefler,$1.8 B,67,United States,Software,Technology
1710,1647,Riaz Valani,$1.8 B,46,United States,E-cigarettes,Finance & Investments
1711,1647,Pieter van der Does,$1.8 B,53,Netherlands,Payments software,Technology
1712,1647,Martin Viessmann,$1.8 B,69,Germany,Heating and cooling equipment,Manufacturing
1713,1647,Nikil Viswanathan,$1.8 B,35,United States,Blockchain technology,Technology
1714,1647,Todd Wagner,$1.8 B,62,United States,Online media,Media & Entertainment
1715,1647,Evan Williams,$1.8 B,51,United States,Twitter,Technology
1716,1647,Kie Chie Wong,$1.8 B,75,Malaysia,Investments,Metals & Mining
1717,1647,Thomas Wu,$1.8 B,72,Taiwan,Finance,Finance & Investments
1718,1647,Wu Yingming,$1.8 B,56,China,Batteries,Energy
1719,1647,Amy Wyss,$1.8 B,52,United States,Medical equipment,Healthcare
1720,1647,Yan Zhi,$1.8 B,50,China,Real estate,Real Estate
1721,1647,Yoshiaki Yoshida,$1.8 B,82,Japan,cosmetics,Fashion & Retail
1722,1647,Alan Zekelman,$1.8 B,60,Canada,Steel,Manufacturing
1723,1647,Zhang Li,$1.8 B,70,China,Real estate,Real Estate
1724,1725,Amy Adams Strunk,$1.7 B,67,United States,Tennessee Titans,Sports
1725,1725,Marc Andreessen,$1.7 B,51,United States,Venture capital investing,Finance & Investments
1726,1725,Giovanni Arvedi,$1.7 B,85,Italy,Steel,Metals & Mining
1727,1725,Lesley Bamberger,$1.7 B,57,Netherlands,Real estate,Real Estate
1728,1725,Bang Si-hyuk,$1.7 B,50,South Korea,Entertainment,Media & Entertainment
1729,1725,David Booth,$1.7 B,77,United States,Mutual funds,Finance & Investments
1730,1725,Jim Breyer,$1.7 B,61,United States,Venture capital,Technology
1731,1725,Chen Kaichen,$1.7 B,N/A,China,Household chemicals,Manufacturing
1732,1725,Kommer Damen,$1.7 B,79,Netherlands,Shipbuilding,Manufacturing
1733,1725,Carl DeSantis,$1.7 B,83,United States,Energy drink,Food & Beverage
1734,1725,Marek Dospiva,$1.7 B,53,Czech Republic,Investments,Finance & Investments
1735,1725,Keith Dunleavy & family,$1.7 B,53,United States,Health IT,Healthcare
1736,1725,John Elkann,$1.7 B,47,Italy,"FIAT, investments",Finance & Investments
1737,1725,Francois Feuillet & family,$1.7 B,74,France,"Motorhomes, RVs",Automotive
1738,1725,Yasuhiro Fukushima,$1.7 B,75,Japan,Video games,Media & Entertainment
1739,1725,Mario Gabelli,$1.7 B,81,United States,Money management,Finance & Investments
1740,1725,Rolf Gerling,$1.7 B,68,Germany,Insurance,Finance & Investments
1741,1725,John Goff,$1.7 B,67,United States,Real estate,Real Estate
1742,1725,Alexandre Grendene Bartelle,$1.7 B,73,Brazil,Shoes,Fashion & Retail
1743,1725,Gerry Harvey,$1.7 B,83,Australia,Retail,Fashion & Retail
1744,1725,He Zhaoxi,$1.7 B,49,China,Software,Technology
1745,1725,William Heinecke,$1.7 B,73,Thailand,Hotels,Real Estate
1746,1725,Jay Hennick,$1.7 B,66,Canada,Real estate finance,Finance & Investments
1747,1725,Ilkka Herlin,$1.7 B,64,Finland,"Elevators, escalators",Manufacturing
1748,1725,Asok Kumar Hiranandani,$1.7 B,68,Singapore,Real estate,Real Estate
1749,1725,Hal Jackman,$1.7 B,90,Canada,"Insurance, investments",Finance & Investments
1750,1725,Pavan Jain,$1.7 B,71,India,Chemicals,Manufacturing
1751,1725,Keeree Kanjanapas,$1.7 B,72,Thailand,Transportation,Real Estate
1752,1725,Osman Kibar,$1.7 B,52,United States,Biotech,Healthcare
1753,1725,Kim Chang-soo,$1.7 B,62,South Korea,Apparel,Fashion & Retail
1754,1725,Kim Jung-min,$1.7 B,21,South Korea,Online gaming,Media & Entertainment
1755,1725,Kim Jung-youn,$1.7 B,19,South Korea,Online gaming,Media & Entertainment
1756,1725,Mustafa Kucuk,$1.7 B,59,Turkey,Fashion retail,Fashion & Retail
1757,1725,Christopher Kwok,$1.7 B,37,Hong Kong,Real estate,Real Estate
1758,1725,Edward Kwok,$1.7 B,42,Hong Kong,Real estate,Real Estate
1759,1725,Lai Jianfa,$1.7 B,53,China,Express delivery,Logistics
1760,1725,Lau Cho Kun,$1.7 B,87,Malaysia,"Palm oil, property",Diversified
1761,1725,Alexis Lê-Quôc,$1.7 B,48,United States,Cloud computing,Technology
1762,1725,Lei Jufang,$1.7 B,70,China,Pharmaceuticals,Healthcare
1763,1725,James Leininger,$1.7 B,78,United States,Medical products,Healthcare
1764,1725,Xuhui Li,$1.7 B,54,China,Soy sauce,Food & Beverage
1765,1725,Jimmy John Liautaud,$1.7 B,59,United States,Sandwich chain,Food & Beverage
1766,1725,Lin Lairong & family,$1.7 B,54,China,Iron ore mining,Metals & Mining
1767,1725,Lu Di,$1.7 B,N/A,China,Drones,Technology
1768,1725,Palmer Luckey,$1.7 B,30,United States,Virtual reality,Technology
1769,1725,Duncan MacMillan,$1.7 B,85,United States,Bloomberg LP,Finance & Investments
1770,1725,Yusaku Maezawa,$1.7 B,47,Japan,Online retail,Technology
1771,1725,Ilson Mateus & family,$1.7 B,60,Brazil,Supermarkets,Fashion & Retail
1772,1725,Meng Qingshan & family,$1.7 B,74,China,Chemicals,Manufacturing
1773,1725,Alberto Palatchi,$1.7 B,73,Spain,Wedding dresses,Fashion & Retail
1774,1725,Mrudula Parekh,$1.7 B,75,India,Adhesives,Manufacturing
1775,1725,Dragos Paval,$1.7 B,56,Romania,Retail,Fashion & Retail
1776,1725,Jorge Perez,$1.7 B,73,United States,Real estate,Real Estate
1777,1725,Dmitry Pumpyansky,$1.7 B,59,Russia,Steel pipes,Metals & Mining
1778,1725,Jinsheng Ren & family,$1.7 B,60,China,Pharmaceutical,Healthcare
1779,1725,Brian Roberts,$1.7 B,63,United States,Comcast,Media & Entertainment
1780,1725,"Joe Rogers, Jr.",$1.7 B,76,United States,Waffle House,Food & Beverage
1781,1725,Ruan Shuilong & family,$1.7 B,87,China,Chemicals,Manufacturing
1782,1725,Paul Saville,$1.7 B,67,United States,Homebuilder,Real Estate
1783,1725,Ivan Savvidis & family,$1.7 B,64,Russia,Agribusiness,Diversified
1784,1725,Keiichi Shibahara,$1.7 B,58,Japan,Healthcare,Healthcare
1785,1725,Rajju Shroff,$1.7 B,89,India,Agrochemicals,Manufacturing
1786,1725,Sun Huaiqing & family,$1.7 B,53,China,Cosmetics,Fashion & Retail
1787,1725,Alain Taravella,$1.7 B,75,France,Real estate development,Real Estate
1788,1725,Jonathan Tisch,$1.7 B,69,United States,"Insurance, NFL team",Diversified
1789,1725,Kenneth Tuchman,$1.7 B,63,United States,Call centers,Service
1790,1725,Wang Chou-hsiong,$1.7 B,82,Taiwan,Footwear,Manufacturing
1791,1725,Wang Minwen,$1.7 B,59,China,Semiconductor,Technology
1792,1725,Tom Werner,$1.7 B,72,United States,Sports teams,Sports
1793,1725,Stephen Winn,$1.7 B,76,United States,Real estate services,Real Estate
1794,1725,Ian Wood & family,$1.7 B,80,United Kingdom,Energy services,Energy
1795,1725,Wu Lanlan & family,$1.7 B,49,China,Packaging,Manufacturing
1796,1725,Xu Bingzhong,$1.7 B,49,China,Bars,Food & Beverage
1797,1725,Yang Xuegang,$1.7 B,58,China,Coking,Manufacturing
1798,1725,Vladimir Yevtushenkov,$1.7 B,74,Russia,"Telecom, investments",Telecom
1799,1725,David Zalik,$1.7 B,49,United States,Financial technology,Technology
1800,1725,Zhang Xiaojuan,$1.7 B,53,China,Logistics,Logistics
1801,1725,Zheng Xiaodong,$1.7 B,59,China,Manufacturing,Manufacturing
1802,1725,Zhong Ruonong & family,$1.7 B,60,China,Electronics,Manufacturing
1803,1804,Noubar Afeyan,$1.6 B,60,United States,Biotech,Healthcare
1804,1804,Syed Mokhtar AlBukhary,$1.6 B,71,Malaysia,"Engineering, automotive",Construction & Engineering
1805,1804,"Herbert Allen, Jr. & family",$1.6 B,83,United States,Investment banking,Finance & Investments
1806,1804,Vasily Anisimov,$1.6 B,71,Russia,Real estate,Metals & Mining
1807,1804,Clifford Asness,$1.6 B,56,United States,Money management,Finance & Investments
1808,1804,Louis Bacon,$1.6 B,66,United States,Hedge funds,Finance & Investments
1809,1804,Bai Baokun,$1.6 B,53,China,Hardware,Manufacturing
1810,1804,Alex Birkenstock,$1.6 B,54,Germany,Shoes,Fashion & Retail
1811,1804,Christian Birkenstock,$1.6 B,50,Germany,Shoes,Fashion & Retail
1812,1804,Josef Boquoi & family,$1.6 B,89,Germany,Frozen foods,Food & Beverage
1813,1804,Cai Huabo,$1.6 B,47,China,Electronics,Technology
1814,1804,Chen Tianshi,$1.6 B,38,China,Semiconductors,Technology
1815,1804,Chen Yung-tai,$1.6 B,87,Taiwan,Real estate,Real Estate
1816,1804,Chey Tae-won,$1.6 B,62,South Korea,"Oil, semiconductor",Technology
1817,1804,Ivan Chrenko,$1.6 B,55,Slovakia,Real estate,Real Estate
1818,1804,Robert Clark,$1.6 B,64,United States,Construction,Construction & Engineering
1819,1804,Jack Cockwell,$1.6 B,82,Canada,"Real estate, private equity",Finance & Investments
1820,1804,Tench Coxe,$1.6 B,65,United States,Venture capital,Finance & Investments
1821,1804,Jim Crane,$1.6 B,69,United States,"Logistics, baseball",Sports
1822,1804,Norbert Dentressangle,$1.6 B,68,France,"Transport, logistics",Logistics
1823,1804,Jamie Dimon,$1.6 B,67,United States,Banking,Finance & Investments
1824,1804,Daniel Dines,$1.6 B,51,Romania,Software,Technology
1825,1804,Alfredo Egydio Arruda Villela Filho,$1.6 B,53,Brazil,Banking,Finance & Investments
1826,1804,Gary Fegel,$1.6 B,49,Switzerland,"Commodities, investments",Metals & Mining
1827,1804,"William Foley, II.",$1.6 B,78,United States,Financial services,Finance & Investments
1828,1804,Richard Fortin,$1.6 B,74,Canada,Convinience stores,Fashion & Retail
1829,1804,Gao Yi & family,$1.6 B,54,China,Pharmaceuticals,Healthcare
1830,1804,Giammaria Giuliani,$1.6 B,45,Switzerland,Pharmaceuticals,Healthcare
1831,1804,Bill Gross,$1.6 B,78,United States,Investments,Finance & Investments
1832,1804,Sue Gross,$1.6 B,73,United States,Investments,Finance & Investments
1833,1804,Irving Grousbeck & family,$1.6 B,88,United States,"Telecommunication, sports",Sports
1834,1804,Timothy Headington,$1.6 B,72,United States,"Oil & gas, investments",Energy
1835,1804,Ilona Herlin,$1.6 B,58,Finland,"Elevators, escalators",Manufacturing
1836,1804,David Hoffmann,$1.6 B,70,United States,"Executive search, investments",Diversified
1837,1804,Stanley Hubbard,$1.6 B,89,United States,DirecTV,Media & Entertainment
1838,1804,Hui Lin Chit,$1.6 B,69,China,Hygiene products,Manufacturing
1839,1804,Tianjiang Jia & family,$1.6 B,60,China,Non-ferrous metals,Metals & Mining
1840,1804,Zhaobai Jiang,$1.6 B,59,China,Real estate,Real Estate
1841,1804,Sergei Katsiev,$1.6 B,65,Russia,"Retail, wholesale",Fashion & Retail
1842,1804,Kim Jae-young,$1.6 B,N/A,South Korea,Online games,Media & Entertainment
1843,1804,Randal J. Kirk,$1.6 B,69,United States,Pharmaceuticals,Healthcare
1844,1804,William Koch,$1.6 B,82,United States,"Oil, investments",Energy
1845,1804,Pyotr Kondrashev,$1.6 B,73,Russia,Investments,Manufacturing
1846,1804,Eiichi Kuriwada,$1.6 B,76,Japan,Package delivery,Logistics
1847,1804,Robert Langer,$1.6 B,74,United States,Biotech,Healthcare
1848,1804,Anthony Langley,$1.6 B,68,United Kingdom,Manufacturing,Diversified
1849,1804,Marianna Latsis & family,$1.6 B,70,Greece,"Banking, shipping",Diversified
1850,1804,Lee Yeow Seng,$1.6 B,45,Malaysia,"Palm oil, property",Real Estate
1851,1804,Li Sze Lim,$1.6 B,66,Hong Kong,Real estate,Real Estate
1852,1804,Li Wa,$1.6 B,57,Hong Kong,Real estate,Real Estate
1853,1804,Li Weiwei,$1.6 B,46,China,Online games,Technology
1854,1804,Liang Qin & family,$1.6 B,51,China,Semiconductor devices,Technology
1855,1804,Vincent Lo,$1.6 B,75,Hong Kong,Real estate,Real Estate
1856,1804,Terence (Terry) Matthews,$1.6 B,80,Canada,Telecom,Telecom
1857,1804,Jim McKelvey,$1.6 B,57,United States,Mobile payments,Technology
1858,1804,P.N.C. Menon,$1.6 B,74,Oman,Real estate,Real Estate
1859,1804,Massimo Moratti,$1.6 B,77,Italy,Oil refinery,Energy
1860,1804,Liora Ofer,$1.6 B,69,Israel,Investments,Finance & Investments
1861,1804,Stefan Pierer,$1.6 B,66,Austria,Automotive,Automotive
1862,1804,Andreas Pohl,$1.6 B,58,Germany,Mutual funds,Finance & Investments
1863,1804,"Reinfried Pohl, Jr.",$1.6 B,63,Germany,Mutual funds,Finance & Investments
1864,1804,Michael Polsky,$1.6 B,74,United States,Electric power,Energy
1865,1804,Francisco Jose Riberas Mera,$1.6 B,58,Spain,"Steel, autoparts",Manufacturing
1866,1804,Juan Maria Riberas Mera,$1.6 B,54,Spain,"Steel, investments",Metals & Mining
1867,1804,Andres Santo Domingo,$1.6 B,44,United States,Beer,Food & Beverage
1868,1804,Sathien Sathientham,$1.6 B,68,Thailand,energy drinks,Food & Beverage
1869,1804,Shang Xiaobo & family,$1.6 B,49,China,Manufacturing,Manufacturing
1870,1804,Yuri Shefler,$1.6 B,55,Russia,Alcohol,Food & Beverage
1871,1804,Evgeny (Eugene) Shvidler,$1.6 B,59,United States,"Metals, investments",Metals & Mining
1872,1804,Ryan Smith,$1.6 B,44,United States,Cloud computing,Technology
1873,1804,Zakhar Smushkin,$1.6 B,61,Russia,"Pulp and paper, diversified",Diversified
1874,1804,Peter Sperling,$1.6 B,63,United States,Education,Service
1875,1804,Laurie Tisch,$1.6 B,72,United States,"Insurance, NFL team",Diversified
1876,1804,Steven Tisch,$1.6 B,74,United States,Insurance,Diversified
1877,1804,Michael Tojner,$1.6 B,57,Austria,"Batteries, investments",Manufacturing
1878,1804,August Troendle,$1.6 B,67,United States,Pharmaceutical services,Healthcare
1879,1804,Tseng Sing-ai,$1.6 B,N/A,Taiwan,Petrochemicals,Manufacturing
1880,1804,Sekar Vembu,$1.6 B,51,India,Business software,Technology
1881,1804,Chris Wallin,$1.6 B,70,Australia,Mining,Energy
1882,1804,Wang Changtian,$1.6 B,57,China,"TV, movie production",Media & Entertainment
1883,1804,Ning Wang & family,$1.6 B,36,China,Toys,Media & Entertainment
1884,1804,Scott Watterson,$1.6 B,67,United States,Fitness equipment,Technology
1885,1804,Dan Wilks,$1.6 B,66,United States,Natural gas,Energy
1886,1804,Alan Wilson,$1.6 B,82,Australia,Retailing,Fashion & Retail
1887,1804,Bruce Wilson,$1.6 B,76,Australia,Retailing,Fashion & Retail
1888,1804,John Wilson,$1.6 B,85,Australia,Retailing,Fashion & Retail
1889,1804,Anthony Wood,$1.6 B,57,United States,Roku,Technology
1890,1804,Wu Ying,$1.6 B,58,China,Materials,Manufacturing
1891,1804,Wu Yulan,$1.6 B,53,China,Pharmaceuticals,Healthcare
1892,1804,Zhongyi Wu,$1.6 B,49,China,electronics,Technology
1893,1804,Xiang Guangming & family,$1.6 B,59,China,Waste disposal,Manufacturing
1894,1804,Xue Xiangdong & family,$1.6 B,64,China,Software,Technology
1895,1804,George Yancopoulos,$1.6 B,63,United States,Pharmaceuticals,Healthcare
1896,1804,Steven Meng Yang & family,$1.6 B,40,China,Electronics,Technology
1897,1804,Ye Fan & family,$1.6 B,52,China,Auto dealerships,Automotive
1898,1804,Yi Dasheng,$1.6 B,62,China,Conglomerate,Diversified
1899,1804,Yu Lili,$1.6 B,55,China,Electronic components,Manufacturing
1900,1804,Zeng Kaitian,$1.6 B,48,China,Online games,Technology
1901,1804,Zhang Xuexin & family,$1.6 B,75,China,Aluminum,Metals & Mining
1902,1804,Yubai Zhang,$1.6 B,58,China,Wine,Food & Beverage
1903,1804,Fredrik Österberg,$1.6 B,52,Sweden,Gambling products,Gambling & Casinos
1904,1905,Shiv Kishan Agrawal,$1.5 B,82,India,Snacks,Food & Beverage
1905,1905,Aziz Akhannouch & family,$1.5 B,62,Morocco,"Petroleum, diversified",Diversified
